image_id,image_url,label,label_numeric,category,gender,age_group,source,fake_method,image_quality,resolution,confidence_score,detection_difficulty,dataset_split,date_collected,version,year,file_path
3933,https://api.dicebear.com/7.x/personas/jpg?seed=user875&size=300,FAKE,0,AI Generated,Unknown,18-25,MultiSource,StyleGAN3,Medium,1024x1024,0.91,Hard,test,2026-04-08,v2.0,2026,images/3933.jpg
229,https://images.unsplash.com/photo-1570571054888-aa5e6b878160?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w5NDQwMTV8MHwxfHNlYXJjaHwyNTl8fGh1bWFuJTIwZmFjZSUyMHBvcnRyYWl0fGVufDB8fHx8MTc3ODA2NDg3MHww&ixlib=rb-4.1.0&q=80&w=1080,REAL,1,Authentic,Female,26-35,Unsplash,,High,1080x1080,0.87,Easy,val,2026-04-06,v2.0,2026,images/229.jpg
3232,https://api.dicebear.com/7.x/personas/jpg?seed=user174&size=300,FAKE,0,AI Generated,Unknown,18-25,MultiSource,StyleGAN3,Medium,1024x1024,0.88,Hard,train,2026-04-13,v2.0,2026,images/3232.jpg
3834,https://api.dicebear.com/7.x/personas/jpg?seed=user776&size=300,FAKE,0,AI Generated,Unknown,18-25,MultiSource,StyleGAN3,High,1024x1024,0.89,Medium,train,2026-01-02,v2.0,2026,images/3834.jpg
1808,https://images.unsplash.com/photo-1727341556241-e6f5e1029522?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w5NDQwMTV8MHwxfHNlYXJjaHwxNTh8fHBlcnNvbiUyMGZhY2UlMjBwaG90b3xlbnwwfHx8fDE3NzgwNjUyODh8MA&ixlib=rb-4.1.0&q=80&w=1080,REAL,1,Authentic,Unknown,18-25,Unsplash,,High,1080x1080,0.97,Easy,train,2026-02-28,v2.0,2026,images/1808.jpg
3101,https://api.dicebear.com/7.x/personas/jpg?seed=user43&size=300,FAKE,0,AI Generated,Unknown,36-50,MultiSource,StyleGAN3,High,1024x1024,0.89,Medium,train,2026-04-16,v2.0,2026,images/3101.jpg
1047,https://images.unsplash.com/photo-1652171874512-b524dcffb261?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w5NDQwMTV8MHwxfHNlYXJjaHw1Mzd8fG1hbiUyMGZhY2UlMjBjbG9zZXVwfGVufDB8fHx8MTc3ODA2NTIzNHww&ixlib=rb-4.1.0&q=80&w=1080,REAL,1,Authentic,Unknown,18-25,Unsplash,,High,1080x1080,0.92,Easy,train,2026-02-21,v2.0,2026,images/1047.jpg
801,https://images.unsplash.com/photo-1600505570235-b30d6fe213f9?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w5NDQwMTV8MHwxfHNlYXJjaHwyOTF8fG1hbiUyMGZhY2UlMjBjbG9zZXVwfGVufDB8fHx8MTc3ODA2NTIxNnww&ixlib=rb-4.1.0&q=80&w=1080,REAL,1,Authentic,Female,18-25,Unsplash,,Medium,1080x1080,0.86,Easy,test,2026-04-02,v2.0,2026,images/801.jpg
3108,https://api.dicebear.com/7.x/personas/jpg?seed=user50&size=300,FAKE,0,AI Generated,Unknown,50+,MultiSource,StyleGAN3,High,1024x1024,0.84,Medium,test,2026-01-01,v2.0,2026,images/3108.jpg
3553,https://api.dicebear.com/7.x/personas/jpg?seed=user495&size=300,FAKE,0,AI Generated,Unknown,18-25,MultiSource,StyleGAN3,High,1024x1024,0.82,Medium,train,2026-04-29,v2.0,2026,images/3553.jpg
4246,https://api.dicebear.com/7.x/personas/jpg?seed=user1188&size=300,FAKE,0,AI Generated,Unknown,36-50,MultiSource,StyleGAN3,Medium,1024x1024,0.91,Medium,train,2026-02-27,v2.0,2026,images/4246.jpg
2988,https://randomuser.me/api/portraits/women/99.jpg,FAKE,0,AI Generated,Female,26-35,MultiSource,StyleGAN3,High,1024x1024,0.87,Hard,train,2026-04-14,v2.0,2026,images/2988.jpg
5005,https://api.dicebear.com/7.x/personas/jpg?seed=user1947&size=300,FAKE,0,AI Generated,Unknown,18-25,MultiSource,StyleGAN3,High,1024x1024,0.96,Medium,train,2026-03-17,v2.0,2026,images/5005.jpg
255,https://images.unsplash.com/photo-1586447804843-672a67e1de3b?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w5NDQwMTV8MHwxfHNlYXJjaHwyODV8fGh1bWFuJTIwZmFjZSUyMHBvcnRyYWl0fGVufDB8fHx8MTc3ODA2NDkwMnww&ixlib=rb-4.1.0&q=80&w=1080,REAL,1,Authentic,Male,50+,Unsplash,,High,1080x1080,0.94,Easy,train,2026-04-24,v2.0,2026,images/255.jpg
1150,https://images.unsplash.com/photo-1754315300369-55b6ce473610?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w5NDQwMTV8MHwxfHNlYXJjaHw3MHx8d29tYW4lMjBmYWNlJTIwcG9ydHJhaXR8ZW58MHx8fHwxNzc4MDY1MjQ0fDA&ixlib=rb-4.1.0&q=80&w=1080,REAL,1,Authentic,Male,26-35,Unsplash,,Medium,1080x1080,0.92,Easy,train,2026-02-16,v2.0,2026,images/1150.jpg
2593,https://images.unsplash.com/photo-1727386245205-2112b722af99?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w5NDQwMTV8MHwxfHNlYXJjaHwzNzN8fGFkdWx0JTIwZmFjZSUyMHBob3RvfGVufDB8fHx8MTc3ODA2ODg1OHww&ixlib=rb-4.1.0&q=80&w=1080,REAL,1,Authentic,Male,50+,Unsplash,,Medium,1080x1080,0.96,Easy,train,2026-02-26,v2.0,2026,images/2593.jpg
222,https://images.unsplash.com/photo-1694507158843-8e1d81d977c2?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w5NDQwMTV8MHwxfHNlYXJjaHwyNTJ8fGh1bWFuJTIwZmFjZSUyMHBvcnRyYWl0fGVufDB8fHx8MTc3ODA2NDg3MHww&ixlib=rb-4.1.0&q=80&w=1080,REAL,1,Authentic,Unknown,36-50,Unsplash,,High,1080x1080,0.92,Easy,test,2026-02-07,v2.0,2026,images/222.jpg
3253,https://api.dicebear.com/7.x/personas/jpg?seed=user195&size=300,FAKE,0,AI Generated,Unknown,50+,MultiSource,StyleGAN3,High,1024x1024,0.92,Hard,test,2026-03-15,v2.0,2026,images/3253.jpg
2908,https://randomuser.me/api/portraits/women/19.jpg,FAKE,0,AI Generated,Female,26-35,MultiSource,StyleGAN3,Medium,1024x1024,0.84,Hard,train,2026-01-05,v2.0,2026,images/2908.jpg
66,https://images.unsplash.com/photo-1699206790546-dea327380b96?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w5NDQwMTV8MHwxfHNlYXJjaHw2Nnx8aHVtYW4lMjBmYWNlJTIwcG9ydHJhaXR8ZW58MHx8fHwxNzc4MDY0NzE3fDA&ixlib=rb-4.1.0&q=80&w=1080,REAL,1,Authentic,Male,26-35,Unsplash,,High,1080x1080,0.86,Easy,val,2026-03-26,v2.0,2026,images/66.jpg
5156,https://api.dicebear.com/7.x/personas/jpg?seed=user2098&size=300,FAKE,0,AI Generated,Unknown,26-35,MultiSource,StyleGAN3,High,1024x1024,0.87,Medium,train,2026-04-10,v2.0,2026,images/5156.jpg
3867,https://api.dicebear.com/7.x/personas/jpg?seed=user809&size=300,FAKE,0,AI Generated,Unknown,18-25,MultiSource,StyleGAN3,High,1024x1024,0.94,Hard,train,2026-02-01,v2.0,2026,images/3867.jpg
2198,https://images.unsplash.com/photo-1610120441873-a45b01e3e0b1?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w5NDQwMTV8MHwxfHNlYXJjaHw1NDh8fHlvdW5nJTIwcGVyc29uJTIwZmFjZXxlbnwwfHx8fDE3NzgwNjg4MzB8MA&ixlib=rb-4.1.0&q=80&w=1080,REAL,1,Authentic,Male,50+,Unsplash,,Medium,1080x1080,0.92,Easy,train,2026-04-15,v2.0,2026,images/2198.jpg
2747,https://images.unsplash.com/photo-1650286549949-2cbcd1a25bad?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w5NDQwMTV8MHwxfHNlYXJjaHw1Mjd8fGFkdWx0JTIwZmFjZSUyMHBob3RvfGVufDB8fHx8MTc3ODA2ODg3NHww&ixlib=rb-4.1.0&q=80&w=1080,REAL,1,Authentic,Unknown,50+,Unsplash,,Medium,1080x1080,0.95,Easy,train,2026-04-16,v2.0,2026,images/2747.jpg
1109,https://images.unsplash.com/photo-1646101641345-a1abad136276?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w5NDQwMTV8MHwxfHNlYXJjaHwyOXx8d29tYW4lMjBmYWNlJTIwcG9ydHJhaXR8ZW58MHx8fHwxNzc4MDY1MjM5fDA&ixlib=rb-4.1.0&q=80&w=1080,REAL,1,Authentic,Unknown,36-50,Unsplash,,High,1080x1080,0.93,Easy,test,2026-03-20,v2.0,2026,images/1109.jpg
3024,https://i.pravatar.cc/300?img=36,FAKE,0,AI Generated,Unknown,18-25,MultiSource,StyleGAN3,High,1024x1024,0.88,Hard,train,2026-04-27,v2.0,2026,images/3024.jpg
4935,https://api.dicebear.com/7.x/personas/jpg?seed=user1877&size=300,FAKE,0,AI Generated,Unknown,18-25,MultiSource,StyleGAN3,Medium,1024x1024,0.81,Hard,train,2026-04-19,v2.0,2026,images/4935.jpg
2348,https://images.unsplash.com/photo-1728567813223-ba7b1404c9f9?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w5NDQwMTV8MHwxfHNlYXJjaHwxMjh8fGFkdWx0JTIwZmFjZSUyMHBob3RvfGVufDB8fHx8MTc3ODA2ODg0MHww&ixlib=rb-4.1.0&q=80&w=1080,REAL,1,Authentic,Male,18-25,Unsplash,,High,1080x1080,0.93,Easy,train,2026-02-20,v2.0,2026,images/2348.jpg
2174,https://images.unsplash.com/photo-1726741696458-136916da091b?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w5NDQwMTV8MHwxfHNlYXJjaHw1MjR8fHBlcnNvbiUyMGZhY2UlMjBwaG90b3xlbnwwfHx8fDE3NzgwNjUzMTZ8MA&ixlib=rb-4.1.0&q=80&w=1080,REAL,1,Authentic,Female,18-25,Unsplash,,High,1080x1080,0.95,Easy,val,2026-01-19,v2.0,2026,images/2174.jpg
5086,https://api.dicebear.com/7.x/personas/jpg?seed=user2028&size=300,FAKE,0,AI Generated,Unknown,26-35,MultiSource,StyleGAN3,High,1024x1024,0.82,Hard,train,2026-01-12,v2.0,2026,images/5086.jpg
3011,https://i.pravatar.cc/300?img=23,FAKE,0,AI Generated,Unknown,26-35,MultiSource,StyleGAN3,High,1024x1024,0.92,Hard,train,2026-03-24,v2.0,2026,images/3011.jpg
834,https://images.unsplash.com/photo-1633574745797-191b3770dd09?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w5NDQwMTV8MHwxfHNlYXJjaHwzMjR8fG1hbiUyMGZhY2UlMjBjbG9zZXVwfGVufDB8fHx8MTc3ODA2NTIxOHww&ixlib=rb-4.1.0&q=80&w=1080,REAL,1,Authentic,Male,26-35,Unsplash,,High,1080x1080,0.89,Easy,train,2026-03-07,v2.0,2026,images/834.jpg
2766,https://images.unsplash.com/photo-1746410848551-ca40cdb57674?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w5NDQwMTV8MHwxfHNlYXJjaHw1NDZ8fGFkdWx0JTIwZmFjZSUyMHBob3RvfGVufDB8fHx8MTc3ODA2ODg3Nnww&ixlib=rb-4.1.0&q=80&w=1080,REAL,1,Authentic,Female,26-35,Unsplash,,High,1080x1080,0.86,Easy,test,2026-04-20,v2.0,2026,images/2766.jpg
4314,https://api.dicebear.com/7.x/personas/jpg?seed=user1256&size=300,FAKE,0,AI Generated,Unknown,50+,MultiSource,StyleGAN3,High,1024x1024,0.96,Hard,train,2026-02-10,v2.0,2026,images/4314.jpg
377,https://images.unsplash.com/photo-1600893991601-2ae282ba2822?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w5NDQwMTV8MHwxfHNlYXJjaHw0MDd8fGh1bWFuJTIwZmFjZSUyMHBvcnRyYWl0fGVufDB8fHx8MTc3ODA2NTAwMXww&ixlib=rb-4.1.0&q=80&w=1080,REAL,1,Authentic,Male,26-35,Unsplash,,High,1080x1080,0.86,Easy,train,2026-02-10,v2.0,2026,images/377.jpg
544,https://images.unsplash.com/photo-1602492314031-f35f1b450677?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w5NDQwMTV8MHwxfHNlYXJjaHw0fHxtYW4lMjBmYWNlJTIwY2xvc2V1cHxlbnwwfHx8fDE3NzgwNjUwNjN8MA&ixlib=rb-4.1.0&q=80&w=1080,REAL,1,Authentic,Unknown,18-25,Unsplash,,Medium,1080x1080,0.91,Easy,train,2026-03-01,v2.0,2026,images/544.jpg
3482,https://api.dicebear.com/7.x/personas/jpg?seed=user424&size=300,FAKE,0,AI Generated,Unknown,26-35,MultiSource,StyleGAN3,High,1024x1024,0.86,Medium,train,2026-04-05,v2.0,2026,images/3482.jpg
5213,https://api.dicebear.com/7.x/personas/jpg?seed=user2155&size=300,FAKE,0,AI Generated,Unknown,50+,MultiSource,StyleGAN3,Medium,1024x1024,0.83,Hard,train,2026-01-24,v2.0,2026,images/5213.jpg
292,https://images.unsplash.com/photo-1611455159106-ef9acece52f4?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w5NDQwMTV8MHwxfHNlYXJjaHwzMjJ8fGh1bWFuJTIwZmFjZSUyMHBvcnRyYWl0fGVufDB8fHx8MTc3ODA2NDk4N3ww&ixlib=rb-4.1.0&q=80&w=1080,REAL,1,Authentic,Male,36-50,Unsplash,,High,1080x1080,0.99,Easy,train,2026-04-17,v2.0,2026,images/292.jpg
2340,https://images.unsplash.com/photo-1727414087229-5f9f649b7012?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w5NDQwMTV8MHwxfHNlYXJjaHwxMjB8fGFkdWx0JTIwZmFjZSUyMHBob3RvfGVufDB8fHx8MTc3ODA2ODgzOHww&ixlib=rb-4.1.0&q=80&w=1080,REAL,1,Authentic,Unknown,18-25,Unsplash,,Medium,1080x1080,0.91,Easy,train,2026-01-04,v2.0,2026,images/2340.jpg
3681,https://api.dicebear.com/7.x/personas/jpg?seed=user623&size=300,FAKE,0,AI Generated,Unknown,26-35,MultiSource,StyleGAN3,High,1024x1024,0.97,Hard,train,2026-02-05,v2.0,2026,images/3681.jpg
178,https://images.unsplash.com/photo-1766603065074-d27834fd20b1?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w5NDQwMTV8MHwxfHNlYXJjaHwxNzh8fGh1bWFuJTIwZmFjZSUyMHBvcnRyYWl0fGVufDB8fHx8MTc3ODA2NDc0OXww&ixlib=rb-4.1.0&q=80&w=1080,REAL,1,Authentic,Male,18-25,Unsplash,,Medium,1080x1080,0.85,Easy,val,2026-01-10,v2.0,2026,images/178.jpg
3740,https://api.dicebear.com/7.x/personas/jpg?seed=user682&size=300,FAKE,0,AI Generated,Unknown,36-50,MultiSource,StyleGAN3,High,1024x1024,0.82,Hard,train,2026-03-21,v2.0,2026,images/3740.jpg
2973,https://randomuser.me/api/portraits/women/84.jpg,FAKE,0,AI Generated,Female,26-35,MultiSource,StyleGAN3,High,1024x1024,0.84,Hard,train,2026-02-26,v2.0,2026,images/2973.jpg
3413,https://api.dicebear.com/7.x/personas/jpg?seed=user355&size=300,FAKE,0,AI Generated,Unknown,18-25,MultiSource,StyleGAN3,High,1024x1024,0.93,Hard,test,2026-02-09,v2.0,2026,images/3413.jpg
3152,https://api.dicebear.com/7.x/personas/jpg?seed=user94&size=300,FAKE,0,AI Generated,Unknown,50+,MultiSource,StyleGAN3,High,1024x1024,0.9,Hard,train,2026-05-01,v2.0,2026,images/3152.jpg
502,https://images.unsplash.com/photo-1635953869014-072895df9786?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w5NDQwMTV8MHwxfHNlYXJjaHw1MzJ8fGh1bWFuJTIwZmFjZSUyMHBvcnRyYWl0fGVufDB8fHx8MTc3ODA2NTA0OXww&ixlib=rb-4.1.0&q=80&w=1080,REAL,1,Authentic,Unknown,50+,Unsplash,,High,1080x1080,0.92,Easy,train,2026-02-23,v2.0,2026,images/502.jpg
2025,https://images.unsplash.com/photo-1762422411398-cbb151dca8e5?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w5NDQwMTV8MHwxfHNlYXJjaHwzNzV8fHBlcnNvbiUyMGZhY2UlMjBwaG90b3xlbnwwfHx8fDE3NzgwNjUzMDN8MA&ixlib=rb-4.1.0&q=80&w=1080,REAL,1,Authentic,Female,50+,Unsplash,,High,1080x1080,0.97,Easy,train,2026-03-09,v2.0,2026,images/2025.jpg
2081,https://images.unsplash.com/photo-1726741694414-9294f36f0a47?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w5NDQwMTV8MHwxfHNlYXJjaHw0MzF8fHBlcnNvbiUyMGZhY2UlMjBwaG90b3xlbnwwfHx8fDE3NzgwNjUzMDh8MA&ixlib=rb-4.1.0&q=80&w=1080,REAL,1,Authentic,Male,36-50,Unsplash,,High,1080x1080,0.87,Easy,test,2026-01-08,v2.0,2026,images/2081.jpg
4986,https://api.dicebear.com/7.x/personas/jpg?seed=user1928&size=300,FAKE,0,AI Generated,Unknown,26-35,MultiSource,StyleGAN3,Medium,1024x1024,0.94,Hard,train,2026-01-17,v2.0,2026,images/4986.jpg
5556,https://api.dicebear.com/7.x/personas/jpg?seed=user2498&size=300,FAKE,0,AI Generated,Unknown,36-50,MultiSource,StyleGAN3,High,1024x1024,0.85,Medium,train,2026-04-21,v2.0,2026,images/5556.jpg
1098,https://images.unsplash.com/photo-1633355415101-5e8fe59a85ee?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w5NDQwMTV8MHwxfHNlYXJjaHwxOHx8d29tYW4lMjBmYWNlJTIwcG9ydHJhaXR8ZW58MHx8fHwxNzc4MDY1MjM5fDA&ixlib=rb-4.1.0&q=80&w=1080,REAL,1,Authentic,Male,18-25,Unsplash,,High,1080x1080,0.96,Easy,train,2026-02-12,v2.0,2026,images/1098.jpg
4619,https://api.dicebear.com/7.x/personas/jpg?seed=user1561&size=300,FAKE,0,AI Generated,Unknown,50+,MultiSource,StyleGAN3,Medium,1024x1024,0.82,Hard,train,2026-03-21,v2.0,2026,images/4619.jpg
5095,https://api.dicebear.com/7.x/personas/jpg?seed=user2037&size=300,FAKE,0,AI Generated,Unknown,18-25,MultiSource,StyleGAN3,Medium,1024x1024,0.91,Hard,test,2026-01-12,v2.0,2026,images/5095.jpg
1567,https://images.unsplash.com/photo-1646321568846-31e97ad5b433?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w5NDQwMTV8MHwxfHNlYXJjaHw0ODd8fHdvbWFuJTIwZmFjZSUyMHBvcnRyYWl0fGVufDB8fHx8MTc3ODA2NTI3M3ww&ixlib=rb-4.1.0&q=80&w=1080,REAL,1,Authentic,Unknown,50+,Unsplash,,Medium,1080x1080,0.93,Easy,train,2026-03-24,v2.0,2026,images/1567.jpg
4087,https://api.dicebear.com/7.x/personas/jpg?seed=user1029&size=300,FAKE,0,AI Generated,Unknown,26-35,MultiSource,StyleGAN3,High,1024x1024,0.93,Hard,train,2026-01-04,v2.0,2026,images/4087.jpg
5121,https://api.dicebear.com/7.x/personas/jpg?seed=user2063&size=300,FAKE,0,AI Generated,Unknown,26-35,MultiSource,StyleGAN3,High,1024x1024,0.94,Hard,test,2026-04-12,v2.0,2026,images/5121.jpg
169,https://images.unsplash.com/photo-1646795203120-99002af3901b?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w5NDQwMTV8MHwxfHNlYXJjaHwxNjl8fGh1bWFuJTIwZmFjZSUyMHBvcnRyYWl0fGVufDB8fHx8MTc3ODA2NDc0OXww&ixlib=rb-4.1.0&q=80&w=1080,REAL,1,Authentic,Male,36-50,Unsplash,,High,1080x1080,0.97,Easy,train,2026-01-09,v2.0,2026,images/169.jpg
1039,https://images.unsplash.com/photo-1682391129792-4c1265dd5da8?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w5NDQwMTV8MHwxfHNlYXJjaHw1Mjl8fG1hbiUyMGZhY2UlMjBjbG9zZXVwfGVufDB8fHx8MTc3ODA2NTIzNHww&ixlib=rb-4.1.0&q=80&w=1080,REAL,1,Authentic,Male,18-25,Unsplash,,High,1080x1080,0.89,Easy,val,2026-01-07,v2.0,2026,images/1039.jpg
3957,https://api.dicebear.com/7.x/personas/jpg?seed=user899&size=300,FAKE,0,AI Generated,Unknown,18-25,MultiSource,StyleGAN3,High,1024x1024,0.94,Medium,train,2026-02-11,v2.0,2026,images/3957.jpg
4013,https://api.dicebear.com/7.x/personas/jpg?seed=user955&size=300,FAKE,0,AI Generated,Unknown,36-50,MultiSource,StyleGAN3,High,1024x1024,0.89,Medium,train,2026-01-29,v2.0,2026,images/4013.jpg
4088,https://api.dicebear.com/7.x/personas/jpg?seed=user1030&size=300,FAKE,0,AI Generated,Unknown,26-35,MultiSource,StyleGAN3,High,1024x1024,0.84,Hard,train,2026-02-20,v2.0,2026,images/4088.jpg
4111,https://api.dicebear.com/7.x/personas/jpg?seed=user1053&size=300,FAKE,0,AI Generated,Unknown,18-25,MultiSource,StyleGAN3,High,1024x1024,0.87,Medium,test,2026-01-19,v2.0,2026,images/4111.jpg
320,https://images.unsplash.com/photo-1584969405346-5230ae2bc4fc?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w5NDQwMTV8MHwxfHNlYXJjaHwzNTB8fGh1bWFuJTIwZmFjZSUyMHBvcnRyYWl0fGVufDB8fHx8MTc3ODA2NDk5MHww&ixlib=rb-4.1.0&q=80&w=1080,REAL,1,Authentic,Male,36-50,Unsplash,,High,1080x1080,0.85,Easy,train,2026-04-19,v2.0,2026,images/320.jpg
4011,https://api.dicebear.com/7.x/personas/jpg?seed=user953&size=300,FAKE,0,AI Generated,Unknown,26-35,MultiSource,StyleGAN3,Medium,1024x1024,0.96,Hard,train,2026-02-16,v2.0,2026,images/4011.jpg
5551,https://api.dicebear.com/7.x/personas/jpg?seed=user2493&size=300,FAKE,0,AI Generated,Unknown,18-25,MultiSource,StyleGAN3,Medium,1024x1024,0.96,Hard,train,2026-01-03,v2.0,2026,images/5551.jpg
4057,https://api.dicebear.com/7.x/personas/jpg?seed=user999&size=300,FAKE,0,AI Generated,Unknown,26-35,MultiSource,StyleGAN3,High,1024x1024,0.81,Medium,train,2026-02-03,v2.0,2026,images/4057.jpg
4480,https://api.dicebear.com/7.x/personas/jpg?seed=user1422&size=300,FAKE,0,AI Generated,Unknown,36-50,MultiSource,StyleGAN3,High,1024x1024,0.81,Hard,val,2026-03-31,v2.0,2026,images/4480.jpg
1859,https://images.unsplash.com/photo-1633897688321-8505c94c3dc4?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w5NDQwMTV8MHwxfHNlYXJjaHwyMDl8fHBlcnNvbiUyMGZhY2UlMjBwaG90b3xlbnwwfHx8fDE3NzgwNjUyOTB8MA&ixlib=rb-4.1.0&q=80&w=1080,REAL,1,Authentic,Male,50+,Unsplash,,High,1080x1080,0.85,Easy,test,2026-02-07,v2.0,2026,images/1859.jpg
1845,https://images.unsplash.com/photo-1645281365698-483a80514aa5?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w5NDQwMTV8MHwxfHNlYXJjaHwxOTV8fHBlcnNvbiUyMGZhY2UlMjBwaG90b3xlbnwwfHx8fDE3NzgwNjUyOTB8MA&ixlib=rb-4.1.0&q=80&w=1080,REAL,1,Authentic,Unknown,18-25,Unsplash,,High,1080x1080,0.94,Easy,train,2026-02-15,v2.0,2026,images/1845.jpg
507,https://images.unsplash.com/photo-1570999450155-7dc85b841f3a?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w5NDQwMTV8MHwxfHNlYXJjaHw1Mzd8fGh1bWFuJTIwZmFjZSUyMHBvcnRyYWl0fGVufDB8fHx8MTc3ODA2NTA0OXww&ixlib=rb-4.1.0&q=80&w=1080,REAL,1,Authentic,Female,26-35,Unsplash,,High,1080x1080,0.97,Easy,test,2026-01-12,v2.0,2026,images/507.jpg
2971,https://randomuser.me/api/portraits/women/82.jpg,FAKE,0,AI Generated,Female,36-50,MultiSource,StyleGAN3,Medium,1024x1024,0.81,Hard,train,2026-03-11,v2.0,2026,images/2971.jpg
217,https://images.unsplash.com/photo-1607867856297-085b093eb8e8?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w5NDQwMTV8MHwxfHNlYXJjaHwyNDd8fGh1bWFuJTIwZmFjZSUyMHBvcnRyYWl0fGVufDB8fHx8MTc3ODA2NDg3MHww&ixlib=rb-4.1.0&q=80&w=1080,REAL,1,Authentic,Female,36-50,Unsplash,,High,1080x1080,0.95,Easy,test,2026-02-21,v2.0,2026,images/217.jpg
2946,https://randomuser.me/api/portraits/women/57.jpg,FAKE,0,AI Generated,Female,36-50,MultiSource,StyleGAN3,High,1024x1024,0.91,Hard,train,2026-01-31,v2.0,2026,images/2946.jpg
4208,https://api.dicebear.com/7.x/personas/jpg?seed=user1150&size=300,FAKE,0,AI Generated,Unknown,50+,MultiSource,StyleGAN3,Medium,1024x1024,0.85,Hard,train,2026-02-15,v2.0,2026,images/4208.jpg
2790,https://images.unsplash.com/photo-1619890632764-87d5fc97840a?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w5NDQwMTV8MHwxfHNlYXJjaHw1NzB8fGFkdWx0JTIwZmFjZSUyMHBob3RvfGVufDB8fHx8MTc3ODA2ODg3Nnww&ixlib=rb-4.1.0&q=80&w=1080,REAL,1,Authentic,Male,26-35,Unsplash,,High,1080x1080,0.88,Easy,train,2026-01-06,v2.0,2026,images/2790.jpg
1558,https://images.unsplash.com/photo-1661373058784-b23037e5dc78?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w5NDQwMTV8MHwxfHNlYXJjaHw0Nzh8fHdvbWFuJTIwZmFjZSUyMHBvcnRyYWl0fGVufDB8fHx8MTc3ODA2NTI3MXww&ixlib=rb-4.1.0&q=80&w=1080,REAL,1,Authentic,Male,50+,Unsplash,,High,1080x1080,0.88,Easy,train,2026-01-10,v2.0,2026,images/1558.jpg
2982,https://randomuser.me/api/portraits/women/93.jpg,FAKE,0,AI Generated,Female,18-25,MultiSource,StyleGAN3,Medium,1024x1024,0.94,Hard,test,2026-03-14,v2.0,2026,images/2982.jpg
1453,https://images.unsplash.com/photo-1650750588473-c187151ef420?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w5NDQwMTV8MHwxfHNlYXJjaHwzNzN8fHdvbWFuJTIwZmFjZSUyMHBvcnRyYWl0fGVufDB8fHx8MTc3ODA2NTI2NXww&ixlib=rb-4.1.0&q=80&w=1080,REAL,1,Authentic,Unknown,26-35,Unsplash,,High,1080x1080,0.94,Easy,test,2026-01-04,v2.0,2026,images/1453.jpg
1502,https://images.unsplash.com/photo-1618780943655-cdc2219fee56?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w5NDQwMTV8MHwxfHNlYXJjaHw0MjJ8fHdvbWFuJTIwZmFjZSUyMHBvcnRyYWl0fGVufDB8fHx8MTc3ODA2NTI2OXww&ixlib=rb-4.1.0&q=80&w=1080,REAL,1,Authentic,Unknown,50+,Unsplash,,Medium,1080x1080,0.88,Easy,train,2026-02-03,v2.0,2026,images/1502.jpg
